,Name,Calls,Subrs,Excl,Incl,ProfileCalls,Bytes Written (KB),Bytes Read (KB),Read Bandwidth (MB/s),Write Bandwidth (MB/s),Increase in Heap Memory (KB),Decrease in Heap Memory (KB),Heap Free
0,.TAU application,1,41739,11533155,15880357,0,"{""eventname"":{""6"":""Bytes Written""},""numevents"":{""6"":""838""},""max"":{""6"":""130""},""min"":{""6"":""7""},""mean"":{""6"":""15.59904534606205""},""sumsqr"":{""6"":""287466""}}","{""eventname"":{""7"":""Bytes Read""},""numevents"":{""7"":""1489""},""max"":{""7"":""32768""},""min"":{""7"":""2""},""mean"":{""7"":""30600.50973807925""},""sumsqr"":{""7"":""1487661127597""}}","{""eventname"":{""5"":""Read Bandwidth (MB\/s)""},""numevents"":{""5"":""1467""},""max"":{""5"":""6553.6""},""min"":{""5"":""0.03389830508474576""},""mean"":{""5"":""3227.787173701962""},""sumsqr"":{""5"":""16444395762.87122""}}","{""eventname"":{""4"":""Write Bandwidth (MB\/s)""},""numevents"":{""4"":""365""},""max"":{""4"":""130""},""min"":{""4"":""2.222222222222222""},""mean"":{""4"":""15.82768645357686""},""sumsqr"":{""4"":""138620.0629938272""}}","{""eventname"":{""12"":""Increase in Heap Memory (KB)""},""numevents"":{""12"":""61""},""max"":{""12"":""0.875""},""min"":{""12"":""0.5546875""},""mean"":{""12"":""0.5599385245901639""},""sumsqr"":{""12"":""19.226318359375""}}","{""eventname"":{""22"":""Decrease in Heap Memory (KB)""},""numevents"":{""22"":""63""},""max"":{""22"":""811.4453125""},""min"":{""22"":""0.5546875""},""mean"":{""22"":""25.81245349702381""},""sumsqr"":{""22"":""1268272.259224892""}}","{""eventname"":{""16"":""Heap Memory Used (KB)""},""numevents"":{""16"":""39300""},""max"":{""16"":""2240.802734375""},""min"":{""16"":""0.5546875""},""mean"":{""16"":""2105.116224355916""},""sumsqr"":{""16"":""175622651034.6772""}}"
